timestamp,dpss_Val_1,dpss_Val_2,estimated_linear_velocity,encoder_value,gt_velocity_savgol,lstm_filtered_velocity,traditional_filtered_velocity
35056,556,559,-0.1549,-58630,-0.4322732762946352,0.14946000000000012,0.16294054054054052
35058,555,559,-0.159,-58636,-0.43068676835067177,0.14986000000000013,0.16234054054054053
35061,556,560,-0.1505,-58642,-0.428593856326115,0.15029000000000012,0.16175675675675674
35063,557,561,-0.1422,-58648,-0.4261227393179572,0.14862000000000014,0.16128918918918916
35066,558,562,-0.1339,-58654,-0.4234382447366167,0.14691000000000015,0.1609351351351351
35068,558,562,-0.1339,-58660,-0.42074182830593826,0.14647000000000016,0.16093513513513513
35072,558,561,-0.1382,-58666,-0.4194820339370869,0.14603000000000016,0.16093513513513516
35074,558,561,-0.1382,-58672,-0.41784999550930324,0.14562000000000014,0.16081621621621622
35077,556,559,-0.1549,-58678,-0.4163585094105562,0.14779000000000014,0.1606972972972973
35079,555,559,-0.159,-58684,-0.41674914605942076,0.15388000000000016,0.16057837837837838
35082,556,560,-0.1505,-58690,-0.41748775168583546,0.16215000000000016,0.1604648648648649
35084,556,559,-0.1549,-58696,-0.4170401725197385,0.16904000000000013,0.16081891891891895
35087,555,556,-0.1722,-58702,-0.4148446306276908,0.17329000000000014,0.161172972972973
35089,551,553,-0.2031,-58708,-0.41238629823428335,0.17578000000000013,0.16164054054054058
35092,549,552,-0.2166,-58714,-0.4099032593767876,0.17660000000000015,0.16223243243243246
35094,550,554,-0.2028,-58720,-0.4075969697790482,0.17663000000000012,0.16293513513513516
35097,553,556,-0.1807,-58726,-0.4068427167253774,0.17663000000000012,0.1637486486486487
35099,554,559,-0.1631,-58732,-0.4056851208413108,0.17619000000000012,0.16456216216216218
35101,554,559,-0.1631,-58737,-0.404417208634259,0.17531000000000013,0.16537567567567568
35104,556,558,-0.1593,-58743,-0.40327706414149306,0.17178000000000013,0.16618918918918923
35106,556,560,-0.1505,-58749,-0.4024478289301444,0.16688000000000014,0.16700270270270273
35109,556,560,-0.1505,-58754,-0.4020577020972053,0.16294000000000014,0.16781621621621626
35111,555,558,-0.1634,-58760,-0.4033904001434224,0.15992000000000012,0.16862972972972978
35115,555,557,-0.1678,-58766,-0.40438065875405205,0.15783000000000014,0.16932702702702707
35117,554,558,-0.1676,-58772,-0.4051933053395127,0.15745000000000015,0.17002432432432435
35120,555,558,-0.1634,-58778,-0.4047094508094763,0.15961000000000014,0.17072162162162166
35122,556,560,-0.1505,-58784,-0.4050309877921127,0.16441000000000014,0.17140810810810816
35125,557,561,-0.1422,-58790,-0.4046910582195438,0.16967000000000015,0.17175945945945947
35127,556,558,-0.1593,-58795,-0.4054618998991026,0.17228000000000016,0.17199729729729735
35130,554,555,-0.1809,-58801,-0.4067757739726808,0.17357000000000014,0.172345945945946
35132,551,554,-0.1985,-58807,-0.4080283132687442,0.17488000000000015,0.1726891891891892
35135,551,553,-0.2031,-58813,-0.4108818706543471,0.17704000000000014,0.17291891891891895
35137,552,555,-0.1895,-58819,-0.41368644649447917,0.18184000000000017,0.17292702702702709
35140,553,556,-0.1807,-58825,-0.4159841868713118,0.18747000000000016,0.17280810810810812
35142,553,556,-0.1807,-58830,-0.41960227206231726,0.19185000000000016,0.1724675675675676
35145,552,556,-0.185,-58836,-0.4230738439996174,0.19226000000000015,0.17212702702702704
35147,551,554,-0.1985,-58842,-0.4261425044892279,0.19044000000000016,0.17178648648648653
